TITLE,ADDITIONAL FEATURES,STREET,CITY,ZIP_CODE,COUNTY,ACTION STAGE(S),Owner: Contact Name,Owner: Company Address Line 1,OWNER NAME,Engineer: Company Name,Civil Eng: Company Name,Consultant: Company Name,Civil Eng: Contact Name,HIGH VALUE(S),URL LINK TO PROJECT,SQUARE AREA,PROJECT TYPE(S),SITE NAME,NUMBER OF BLDGS,FIRST PUBLISH DATE,FULL_ADDRESS,LATITUDE,LONGITUDE
Warehouse & Office Building (Lot B),"+/- 327,308 sq ft of warehouse space and +/- 21,080 sq ft of office; space","2, 34 & 35 Cutters Dock Rd & 1 & 222 Pennval Rd",WOODBRIDGE TOWNSHIP,'070952701',MIDDLESEX,Planning Schematics,N/A,N/A,N/A,N/A,N/A,N/A,N/A,49999999,https://apps.construction.com/projects/202100488381,348388,Office Warehouse,N/A,1,2/8/2021,"2, 34 & 35 Cutters Dock Rd & 1 & 222 Pennval Rd, WOODBRIDGE TOWNSHIP, MIDDLESEX, NJ '070952701'",40.545657,-74.2719657
Warehouse & Office Building (Lot A),"+/- 395,956 sq. ft. warehouse and +/- 24,793 sq. ft. related office; space","2, 34 & 35 Cutters Dock Rd & 1 & 222 Pennval Rd",WOODBRIDGE TOWNSHIP,'070952701',MIDDLESEX,Planning Schematics,N/A,N/A,N/A,N/A,N/A,N/A,N/A,49999999,https://apps.construction.com/projects/202100461956,420749,Warehouse,N/A,1,1/15/2021,"2, 34 & 35 Cutters Dock Rd & 1 & 222 Pennval Rd, WOODBRIDGE TOWNSHIP, MIDDLESEX, NJ '070952701'",40.545657,-74.2719657
Self-Storage Facility,"Approximately 944 units in various sizes from 25 square feet to 250; square feet. Some units will have garage door access from the; exterior. The project will also incldue a small office, rest rooms,; two egress stair cores and two elevators. The exterior facade will; consist of a glass storefront entry and open glass curtain wall.",227-229 Main St,BELLEVILLE,'071093120',ESSEX,Pre-Design,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14999999,https://apps.construction.com/projects/202200690883,106680,Warehouse,N/A,1,7/14/2022,"227-229 Main St, BELLEVILLE, ESSEX, NJ '071093120'",40.7884302,-74.1478345
Warehouse,Scope of work to be determined,S Genoa Ave & Aloe Street,GALLOWAY,'08215',ATLANTIC,Pre-Design,N/A,4 E Jimmie Leeds Rd,"Ole Hansen & Sons, Inc.",N/A,N/A,N/A,N/A,14999999,https://apps.construction.com/projects/202200711905,N/A,Warehouse,N/A,N/A,8/3/2022,"S Genoa Ave & Aloe Street, GALLOWAY, ATLANTIC, NJ '08215'",39.4779736,-74.5823553
Port Carteret Warehouse,N/A,120 Middlesex Avenue,CARTERET,'07008',MIDDLESEX,Pre-Design,Patrick Kramer,54 E Allendale Ave,V Paulius & Associates Inc,N/A,N/A,N/A,N/A,30000000,https://apps.construction.com/projects/201900563264,300000,Warehouse,N/A,1,2/25/2019,"120 Middlesex Avenue, CARTERET, MIDDLESEX, NJ '07008'",40.5714029,-74.22044180000002
Warehouse & Office Building,"Demolition of the former Talbot Hall Rehabilitation Center site and; construction of a new 160,000 square foot warehouse with mezzanine; office space",100-140 Lincoln Hwy,KEARNY,'070324624',HUDSON,Pre-Design,Britton T. Winterer,90 Park Ave Fl 32,Link Logistics Real Estate,N/A,N/A,N/A,N/A,24999999,https://apps.construction.com/projects/202100529677,160000,Office Warehouse,N/A,1,3/11/2021,"100-140 Lincoln Hwy, KEARNY, HUDSON, NJ '070324624'",40.728665,-74.1064913
Warehouse Building A,"10,000 square feet of office space",33 Demarest Rd,SPARTA,'078713441',SUSSEX,Planning Schematics,N/A,33 DEMAREST RD,Diamond Chip Realty,Kimley-Horn of New York PC,Control Point Associates Inc,N/A,James D Sens PLS PP,41500000,https://apps.construction.com/projects/202200555632,373600,Warehouse,N/A,1,3/28/2022,"33 Demarest Rd, SPARTA, SUSSEX, NJ '078713441'",41.0705064,-74.66492769999999
Warehouse,1 story masonry warehouse - 119 parking spaces - 19 truck docks,1001 E Edgar Rd,LINDEN,'07036',UNION,Planning Schematics,N/A,235 PARK AVE S FL 8,Palin Enterprises,N/A,Harbor Consultants,N/A,Victor Vinegra PE,14999999,https://apps.construction.com/projects/202200657144,100005,Warehouse,N/A,1,6/14/2022,"1001 E Edgar Rd, LINDEN, UNION, NJ '07036'",40.6389932,-74.23317329999999
Hillsdale-Patterson Street Redevelopment,"Redevelopment plan approved for mixed-use residential units including; possible affordable housing, self-storage units, assisted living, beer; gardens and licensed spa and commercial construction",Hillsdale-Patterson St,HILLSDALE,'07642',BERGEN,Pre-Design,Denise Kohan,380 Hillsdale Ave,Borough of Hillsdale,N/A,N/A,N/A,N/A,14999999,https://apps.construction.com/projects/202200648862,N/A,Apartments/Condominiums 1-3 Stories Apartments/Condominiums 4+ Stories Office Food/Beverage Service Retail (Other) Shopping Center/Strip Mall Warehouse,N/A,N/A,6/7/2022,"Hillsdale-Patterson St, HILLSDALE, BERGEN, NJ '07642'",41.0052163,-74.0432412
Self Storage Facility,790 storage units,200 S Rte 17 & SS Rte 17,ROCHELLE PARK,'07662',BERGEN,Planning Schematics,Marc Schlussel,153 Fort Lee Rd,Key Properties LLC,N/A,N/A,N/A,N/A,14999999,https://apps.construction.com/projects/201800813653,102952,Warehouse,N/A,1,9/24/2018,"200 S Rte 17 & SS Rte 17, ROCHELLE PARK, BERGEN, NJ '07662'",40.8947893,-74.0721081
Warehouse and Distribution Facility,"221,400 square foot, under 45 foot tall, warehouse and distribution; facility with associated office space and parking",989 Coopertown Rd,DELANCO,'080755255',BURLINGTON,Planning Schematics,N/A,100 Front St Ste 570,Bluewater Property Group LLC,N/A,N/A,N/A,N/A,24999999,https://apps.construction.com/projects/202100834748,221400,Warehouse,N/A,1,11/10/2021,"989 Coopertown Rd, DELANCO, BURLINGTON, NJ '080755255'",40.04669270000001,-74.9338071
Public Storage Self-Storage Facility,N/A,424 Eagle Rock Ave,WEST ORANGE,'070524211',ESSEX,Planning Schematics,N/A,701 Western Ave,Public Storage,N/A,Dresdner Robin,N/A,Matthew Neuls,14999999,https://apps.construction.com/projects/202100804833,122490,Warehouse,N/A,1,10/14/2021,"424 Eagle Rock Ave, WEST ORANGE, ESSEX, NJ '070524211'",40.8010831,-74.2458863
Alpha Commerce Park Warehouse 1,N/A,Standard St & 7th Ave,ALPHA,'08865',WARREN,Pre-Design,Jim Kwon,56 HOOK RD STE 2F,Chafia Capital Partners,N/A,Engineering & Land Planning Associates Inc.,N/A,Wayne Ingram,49999999,https://apps.construction.com/projects/202200631744,301000,Warehouse,N/A,1,5/23/2022,"Standard St & 7th Ave, ALPHA, WARREN, NJ '08865'",40.6616472,-75.1519495
Alpha Commerce Park Warehouse 2,N/A,Standard St & 7th Ave,ALPHA,'08865',WARREN,Pre-Design,N/A,N/A,N/A,N/A,Engineering & Land Planning Associates Inc.,N/A,Wayne Ingram,49999999,https://apps.construction.com/projects/202200631748,305000,Warehouse,N/A,1,5/23/2022,"Standard St & 7th Ave, ALPHA, WARREN, NJ '08865'",40.6616472,-75.1519495
Warehouse,"construction of a 134,400 /- SF warehouse inclusive of 3,000 SF of; office space and associated improvements",New Brunswick Ave & Edge Rd,ALPHA,'08865',WARREN,Planning Schematics,N/A,N/A,N/A,N/A,Maser Consulting PA,N/A,"C. Richard Roseberry, P.E., P.P",14999999,https://apps.construction.com/projects/202200631724,134400,Warehouse,N/A,1,5/23/2022,"New Brunswick Ave & Edge Rd, ALPHA, WARREN, NJ '08865'",40.6716816,-75.1500306
Self-Storage Facility,N/A,198 Old Marlton Pike,MEDFORD,'080558749',BURLINGTON,Planning Schematics,Arthur Corsini,1065 Route 22,Fieldstone Associates LLC,N/A,Bohler Engineering,N/A,Ahmad Tamous,14999999,https://apps.construction.com/projects/202200625742,123651,Warehouse,N/A,1,5/23/2022,"198 Old Marlton Pike, MEDFORD, BURLINGTON, NJ '080558749'",39.8982157,-74.849845
Self-Storage Facility,N/A,1 Coopertowne Blvd,SOMERDALE,'08083',CAMDEN,Pre-Design,N/A,PO BOX 130,Kennedy Management and Consulting,Stonefield Engineering & Design,N/A,N/A,N/A,14999999,https://apps.construction.com/projects/202200621823,N/A,Warehouse,N/A,N/A,5/19/2022,"1 Coopertowne Blvd, SOMERDALE, CAMDEN, NJ '08083'",39.8545674,-75.0242411
Warehouse,"110,551 square feet of warehouse and two stories of approximately 7,262; square feet of office space,",6125 Main St,SOUTH AMBOY,'08879',MIDDLESEX,Planning Schematics,N/A,19191 S Vermont Ave Ste 680,InSite Property Group,N/A,Dynamic Engineering Consultants LLC,N/A,Thomas Muller,14999999,https://apps.construction.com/projects/202200614805,110551,Warehouse,N/A,1,5/10/2022,"6125 Main St, SOUTH AMBOY, MIDDLESEX, NJ '08879'",40.4946796,-74.2935825
Warehouse,N/A,4000 Bordentown Ave,SAYREVILLE,'08872',MIDDLESEX,Planning Schematics,N/A,44 S Broadway Ste 1003,Arco Design/Build Industrial,N/A,Bohler Engineering,N/A,Robert L Streker PE,49999999,https://apps.construction.com/projects/202100817077,235200,Warehouse,N/A,1,11/2/2021,"4000 Bordentown Ave, SAYREVILLE, MIDDLESEX, NJ '08872'",40.4324297,-74.3414482
Bonnie Plants Greenhouses and Pole Barn,"construct 148500 SF of greenhouses, a 16,000 SF pole barn, a 4,340 SF; loading dock, a parking lot and two storm water basins",1201 Mays Landing Rd,HAMMONTON,'080372814',ATLANTIC,Planning Schematics,N/A,1727 Highway 223,Bonnie Plants,N/A,N/A,N/A,N/A,24999999,https://apps.construction.com/projects/202200451499,168840,Warehouse Animal/Plant/Fish Facility,N/A,31,1/4/2022,"1201 Mays Landing Rd, HAMMONTON, ATLANTIC, NJ '080372814'",39.623078,-74.85931699999999
"Mixed Use Commercial Complex ""Park 11"" Master Report","Development of 18 acre site of former Roche Diagnostics and Roche; Molecular Systems tract with up to 500,000 sq ft - Proposed Mixed-use; includes Hotel: 125 rooms with 50 seat restaurant, lobby, 4-7 stories; with structured parking or mixed-use building - Retail may include; 5.500 sq ft convenience store, 10,000 sq ft retail bldg, 13,224 sq ft; Pharmacy - 80,000 sq ft 4 sty office bldg- 4 sty, 100,000 sq ft self; storage bldg - site remediation, infrastructurework, roadways,; paving, sidewalks, lighting - Site is adjacent to Clara Maass Medical; Center, Across from Branch Brook Park and Light Rail Station",11 FRANKLIN AVE,BELLEVILLE,'071093501',ESSEX,Design Development,Sonny Jumani,87 W Passaic St Fl 2,The Hampshire Companies,N/A,Langan Engineering,N/A,N/A,49999999,https://apps.construction.com/projects/201400407511,N/A,Office Bank Food/Beverage Service Supermarket/Convenience Store Retail (Other) Shopping Center/Strip Mall Warehouse Clinic/Medical Office Hotel/Motel Hazardous Waste Disposal Sidewalk/Parking Lot Site Development Landscaping,N/A,N/A,1/13/2014,"11 FRANKLIN AVE, BELLEVILLE, ESSEX, NJ '071093501'",40.7897151,-74.174258
Warehouse B,N/A,2525 Brunswick Ave,LINDEN,'070362439',UNION,Planning Schematics,N/A,111 Great Neck Rd,Sterling Equities,N/A,Bohler Engineering,N/A,N/A,49999999,https://apps.construction.com/projects/202100763690,307100,Warehouse,N/A,1,9/8/2021,"2525 Brunswick Ave, LINDEN, UNION, NJ '070362439'",40.6423954,-74.21421819999999
Self-Storage Facility,"Construction of approximately 105,344 square foot, four-story; self-storage facility",1099 Hendricks Causeway,RIDGEFIELD,'076572105',BERGEN,Pre-Design,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14999999,https://apps.construction.com/projects/202200534787,105344,Warehouse,N/A,1,3/13/2022,"1099 Hendricks Causeway, RIDGEFIELD, BERGEN, NJ '076572105'",40.8348363,-74.0153514
Self-Storage Facility,N/A,Midland St,ROCHELLE PARK,'07662',BERGEN,Planning Schematics,N/A,200 Route 17 S,200 Route 17 LLC,N/A,N/A,N/A,N/A,14999999,https://apps.construction.com/projects/201800532640,102952,Warehouse,N/A,1,2/2/2018,"Midland St, ROCHELLE PARK, BERGEN, NJ '07662'",40.8929738,-74.0735651
Self-Storage Building,"proposed 3-story self-storage building comprising a total of 101,000; sq. ft. together with 20 remote storage units.",696 Old Bridge Turnpike,SOUTH RIVER,'088821051',MIDDLESEX,Planning Schematics,N/A,N/A,N/A,N/A,Stonefield Engineering & Design LLC,N/A,N/A,14999999,https://apps.construction.com/projects/202100453607,101000,Warehouse,N/A,1,1/7/2021,"696 Old Bridge Turnpike, SOUTH RIVER, MIDDLESEX, NJ '088821051'",40.4620206,-74.4022332
Self-Storage Facility,"Construct a five-story, 128,440 sq ft, approximately 897-unit; seld-storage facility",200 S Route 17 & SS Route 17,ROCHELLE PARK,'07662',BERGEN,Pre-Design,"Victor J. Herlinsky, Jr.",1 Riverfront Plz,Sills Cummis & Gross,N/A,N/A,N/A,N/A,14999999,https://apps.construction.com/projects/202000555903,N/A,Warehouse,N/A,N/A,3/27/2020,"200 S Route 17 & SS Route 17, ROCHELLE PARK, BERGEN, NJ '07662'",40.8947893,-74.0721081
Warehouses,"Construction of a 83,725 sq ft warehouse building and a 32,000 sq ft; warehouse building",1200 Wall St,LYNDHURST,'07071',BERGEN,Pre-Design,N/A,Po Box A3879,BRE 1200 Wall Street Owner LLC,N/A,N/A,N/A,N/A,14999999,https://apps.construction.com/projects/202000630476,115725,Warehouse,N/A,2,6/3/2020,"1200 Wall St, LYNDHURST, BERGEN, NJ '07071'",40.8048506,-74.102807
Self-Storage Facility,12 parking spaces,593-631 Irvington Ave,NEWARK,'071063101',ESSEX,Pre-Design,Mark Moskowitz,2382 E 2nd St,Mark Moskowitz,N/A,N/A,N/A,N/A,14999999,https://apps.construction.com/projects/202100523959,121828,Warehouse,N/A,1,3/8/2021,"593-631 Irvington Ave, NEWARK, ESSEX, NJ '071063101'",40.7343801,-74.2480937
Prologis Ports Newark Industrial Development,demolish on site building - construct new industrial building,357 Wilson Avenue,NEWARK,'07105',ESSEX,Planning Schematics,Jim Sunday,400 Boulder Dr Ste 200,Prologis,N/A,N/A,N/A,N/A,24999999,https://apps.construction.com/projects/201900518256,142972,Warehouse,N/A,1,1/21/2019,"357 Wilson Avenue, NEWARK, ESSEX, NJ '07105'",40.71979169999999,-74.1419772
Self Storage Building,"Construct a self-storage facility, containing two buildings with a; total size of 103,050 square feet (Building 1: 4,950 square feet; one-story section and a 93,600 square feet three-story section;; Building 2: 4,500 square feet one-story building)",1203 US-130,ROBBINSVILLE TOWNSHIP,'08691',MERCER,Pre-Design,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14999999,https://apps.construction.com/projects/202100790029,103050,Warehouse,N/A,N/A,9/30/2021,"1203 US-130, ROBBINSVILLE TOWNSHIP, MERCER, NJ '08691'",40.2284213,-74.5952741
Warehouse,N/A,140-166 Raymond Blvd,NEWARK,'071054608',ESSEX,Planning Schematics,N/A,N/A,N/A,N/A,Langan Engineering,John McDonough Associates LLC,Daniel R. Miola,24999999,https://apps.construction.com/projects/202100759016,180535,Warehouse,N/A,1,9/2/2021,"140-166 Raymond Blvd, NEWARK, ESSEX, NJ '071054608'",40.733001,-74.126277
Warehouse,N/A,2780 Kuser Rd,TRENTON,'08691',MERCER,Planning Schematics,N/A,1540 Kuser Rd,Lenco Farm LLC,N/A,Maser Consulting PA,N/A,Julia Algeo PE PP,49999999,https://apps.construction.com/projects/202100479767,245670,Warehouse,N/A,1,2/2/2021,"2780 Kuser Rd, TRENTON, MERCER, NJ '08691'",40.208473,-74.63331
Self-Storage Facility,N/A,213 & 225 US-46,FAIRFIELD,'07004',ESSEX,Pre-Design,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24999999,https://apps.construction.com/projects/202000700810,103020,Warehouse,N/A,1,8/16/2020,"213 & 225 US-46, FAIRFIELD, ESSEX, NJ '07004'",40.8745954,-74.3032058
BAPS Temple Event Center - Kitchen & Storage Building,"Remove an existing industrial/warehouse building and to construct a; 146,420 s.f. building to service the adjacent BAPS temple. The; building would be used for storage, staging for religious events, as a; receiving/delivery site for the adjacent temple and for food prep,; cooking, supply and distribution",100 N Main St,HIGHTSTOWN,'085203300',MERCER,Planning Schematics,N/A,112 N Main St,BAPS Shri Swaminarayan Mandir,N/A,Colliers Engineering & Design Inc,N/A,Jeromie Lange,24999999,https://apps.construction.com/projects/202100479934,146420,Warehouse Social Club Worship Facility,N/A,N/A,2/2/2021,"100 N Main St, HIGHTSTOWN, MERCER, NJ '085203300'",40.269786,-74.5232025
Self-Storage Facility,N/A,348 Elizabeth Ave (aka 348-362 Elizabeth Ave),NEWARK,'07112',ESSEX,Planning Schematics,N/A,2799 Nw 2nd Ave Ste 113,Newman Realty Partners,N/A,Atlantic Traffic & Design Engineers,John McDonough Associates LLC,John Harter,14999999,https://apps.construction.com/projects/202000781946,N/A,Warehouse,N/A,N/A,11/12/2020,"348 Elizabeth Ave (aka 348-362 Elizabeth Ave), NEWARK, ESSEX, NJ '07112'",40.711074,-74.194914
Warehouse/Logistics Bldg (Carnegie Avenue Redevelopment),"Construct a 97,783 SF building that will include 95,283 sf warehouse; and 2, 500 sf mezzanine space - Demolish of an existing small; structure and kiosk structures, site demolition, sitework - New; Warehouse consists of Slab on grade, Precast Wall Panels, Exterior; Glazing, Steel Structure w/ Joists, and TPO roofing",350 Rt 1 & 9,NEWARK,'07114',ESSEX,Bid Results,N/A,301 Route 17 Ste 206,Black Creek Group NE Region Office,N/A,Langan Engineering & Environmental Svcs,N/A,Christian Roche PE,14999999,https://apps.construction.com/projects/202100467743,97783,Warehouse Freight Terminal Paving Sidewalk/Parking Lot Site Development,N/A,1,1/21/2021,"350 Rt 1 & 9, NEWARK, ESSEX, NJ '07114'",40.697119,-74.188931
Self-Storage Facility,construction of a new 921-unit self-storage building,Park & Twsp Line,EDISON,'08820',MIDDLESEX,Planning Schematics,Sal V Frassetto,87 W Passaic St,Tulfra Real Estate,N/A,N/A,N/A,N/A,14999999,https://apps.construction.com/projects/202100467320,110320,Warehouse,N/A,1,1/21/2021,"Park & Twsp Line, EDISON, MIDDLESEX, NJ '08820'",40.57575629999999,-74.3548452
Warehouse,"6,368 sq ft of office space",2107-2123 & 2125-2143 McCarter Hwy,NEWARK,'071044407',ESSEX,Pre-Design,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14999999,https://apps.construction.com/projects/202000806637,112604,Warehouse,N/A,1,12/13/2020,"2107-2123 & 2125-2143 McCarter Hwy, NEWARK, ESSEX, NJ '071044407'",40.7790126,-74.1529055
Amazon Last-Mile Delivery Hub Convert & Renovate,"Convert and renovated the existing vacant 340,000 sq ft wareouse for; an Amazon Last-Mile Hub",10 Princess Rd,TRENTON,'08648',MERCER,Planning Schematics,N/A,410 Terry Ave N,Amazon Corporate Headquarters,N/A,N/A,N/A,N/A,14999999,https://apps.construction.com/projects/202000781579,N/A,Warehouse Freight Terminal,N/A,N/A,11/12/2020,"10 Princess Rd, TRENTON, MERCER, NJ '08648'",40.284337,-74.70251499999999
Lincoln Gateway Warehouse & Distribution Building,"Loading docks - parking for 128 trailers - demolish existing 236,000 sq; ft bldg on site",1 Daffy's Way,SECAUCUS,'07094',HUDSON,Planning Schematics,N/A,7315 Wisconsin Avenue #200 W,Multi-Employer Property Trust,N/A,Langan Engineering,N/A,Daniel R. Miola,35000000,https://apps.construction.com/projects/201500563152,325856,Warehouse,N/A,1,6/24/2015,"1 Daffy's Way, SECAUCUS, HUDSON, NJ '07094'",40.7495679,-73.9882977
